frag,score,size
[1*]C(=O)N1CC[C@@H]([NH+](CC)CC)C1,0.6021232633298244,13
[1*]C(=O)c1snnc1CC,0.6021129618175218,10
[1*]n1nnc(-c2ccc(OC)cc2)n1,0.6021093912282832,14
[1*]CC[C@@H](C)NC(=O)N[1*],0.6020876904199455,10
[1*]n1c(=O)c2c(C)cc(C)nc2n(C)c1=O,0.6020868453631362,16
[1*]c1cc(CC(C)C)no1,0.6020761993700796,10
[1*][C@@H]1C=C(C2CC2)N=N1,0.6020761993700796,9
[1*]c1nc(C(C)C)no1,0.6020680937733426,9
[1*]/N=C1/C=C([O-])[C@@H](NO)c2ccccc21,0.6020635811518,15
[1*][C@H]1CCC[C@@H](SCC)C1,0.6020606745661569,10
[1*]NCC(=O)N([1*])[C@H]1CCS(=O)(=O)C1,0.6020509402771711,14
[1*]c1cc(C)c(F)cc1[C@@H](C)[NH2+]C,0.6020430597498921,13
[1*]c1cc(C(=O)[O-])ccc1F,0.6020391519073189,11
[1*]N1CCc2cc(OC)c(OC)cc2C1,0.6020359857919905,15
[1*]CN([1*])C(=O)[C@@H](C)Cc1c(C)n[nH]c1C,0.6020353601964151,16
[1*]C1CCN(C(=O)c2ccc3cc[nH]c3n2)CC1,0.6020268288949909,18
[1*]c1cnc(NCC)nc1,0.6020257460243542,10
[1*]C(=O)NCCN([1*])CC,0.6020130344421631,10
[1*][C@@H]1CC(=O)Nc2ccccc21,0.6020043472622988,12
[1*]N1CCC(CCN(C)C(=O)N[C@@H](C)C(C)(C)C)CC1,0.6019911132726048,20
[1*]c1ccc([C@H](C)NC(=O)N(C)C[C@H](C)O)cc1,0.6019889283728305,18
[1*]C(=O)NC[C@@]([1*])(C)O,0.601976880765434,9
[1*]N1CCC[C@@H]1c1nc(-c2cccc(C)c2)no1,0.6019654264568924,18
[1*][C@H]1CCN(c2ccc(C)cc2)C1=O,0.6019555120665269,14
[1*]n1nc(CCC)oc1=O,0.6019479613304347,10
[1*]O[C@H](C)CNC([1*])=O,0.601936834609682,9
[1*]C(=O)c1ccnn1C(F)F,0.6019328806255367,11
[1*]c1cn(C(C)(C)C)c2ncccc12,0.601931065602981,14
[1*]c1c(C(=O)[O-])c2ccccc2n1C,0.6019233754164608,14
[1*]c1ccc(CNC(N)=O)cc1,0.6019214956512452,12
[1*][C@H](CCO)CNS([1*])(=O)=O,0.6019194351416379,11
[1*]c1ccc(O[C@H]2CCCC[C@H]2O)cc1,0.6019153124997695,15
[1*][C@@H]1CCCN(C(=O)OC)C1,0.601913062189155,11
[1*]C(=O)NCCO[1*],0.6019055270368253,8
[1*]CN1CC[C@H](C[NH+](CC)CC)C1,0.6019046008324112,13
[1*]C(=O)c1ccc2c(c1)N(C)C(=O)[C@H]1CCCCN21,0.6018987077875084,19
[1*]NC1CC[NH+]([C@@H]2CCOC2)CC1,0.6018979808001829,13
[1*]N1CCCC[C@@H]1C(=O)OC,0.6018930496973595,11
[1*]C[C@H](C)CC(=O)N[C@@H]([1*])CC,0.6018902542067306,12
[1*]C1CCN(c2cc(C#N)ccn2)CC1,0.601887090334063,15
[1*][C@H]1CCN(c2ccc(F)c(F)c2)C1=O,0.6018834729202585,15
[1*]C1=NN=C(NCCSC)SC1,0.6018713824709149,12
[1*]c1nnc(C2CC2)s1,0.6018693541559272,9
[1*][C@@H](C)N(C)C([1*])=O,0.6018659460281712,8
[1*][C@@H]1CCCN(c2ccc(-c3cccs3)nn2)C1,0.6018545149248309,18
[1*]NC(=O)c1cc2cccn2cn1,0.601843365117678,13
[1*][C@@H]1CCN(C)C1=O,0.6018385418865764,8
[1*][C@H]1CN(C(=O)OC(C)(C)C)C[C@H]1C(=O)[O-],0.601835017636502,16
[1*]C(=O)C[C@H](C)c1cccc(OC)c1,0.6018311747430231,14
[1*]C1(c2cccc(C(F)(F)F)c2)CC1,0.6018300565188409,14
[1*][C@H]1CCN(C(=O)[C@H](C)SC)C1,0.6018248883244128,12
[1*][C@@H]1CC(=O)N(c2cc(Cl)ccc2OC)C1,0.6018219982623413,16
[1*]OCC([1*])=C,0.6018149532716216,6
[1*][C@@H]1CC(C)(C)Cc2nc([1*])ncc21,0.6018136847674979,14
[1*][C@@H]1CCCN(C(=O)NCC(C)C)C1,0.6018131104570662,14
[1*]CC(=O)N[C@H]1CCC[C@@H](C)[C@H]1C,0.601802947834822,13
[1*]c1ccc(C(=O)OC)n1[1*],0.601802947834822,11
[1*]NC(=O)NCC(=O)NCc1ccccc1,0.6017974668805466,16
[1*]c1ccccc1OCc1noc(C)n1,0.6017933484195803,15
[1*]CN([1*])C(=O)NC[C@@H](C)Cn1nc(C)cc1C,0.6017913150644885,18
[1*]C(=O)c1cc(Br)c(OCCC)c(OC)c1,0.6017897849510322,16
[1*]c1n[nH]cc1C(=O)NCCS(N)(=O)=O,0.601782876994578,15
[1*]CN(CCC)C(=O)/C=C/[1*],0.6017760035906727,11
[1*]c1ccc2c(c1)CN([C@H](C)CC)C(=O)[C@@H](CC)O2,0.6017619664797756,19
[1*]c1ccccc1OCC(=O)NC,0.6017616441428919,13
[1*]C[C@@]([1*])(O)C(F)(F)F,0.6017563011378553,9
[1*]OCCN([1*])C,0.601745507915519,7
[1*]C(C)(C)NC(=O)C[1*],0.6017276313184055,9
[1*]C(=O)N1CCN(Cc2ccccc2)CC1,0.6017100401424773,16
[1*][C@H]1CCCCC1=O,0.6017007129802333,8
[1*]N1C[C@@H](NC(=O)[C@H](C)OCCCC)C[C@@H]1C,0.6016987218225114,17
[1*]c1sc(-c2nnn(-c3ccc(OC)cc3)c2C)nc1C,0.6016813955716885,21
[1*]/C=C1/C(=O)N([1*])N=C1C,0.6016788408129031,10
[1*]C1=N[C@@H]2C(=N1)C=NN2[1*],0.6016656679406124,10
[1*]CNC(=O)Nc1ccc(OC)c(OC)c1,0.6016649602637953,16
[1*]c1ccccc1CC,0.6016631983805433,9
[1*]N1CCN(C[C@@H](O)C(C)(C)C)CC1,0.601660171072624,14
[1*]NC(=O)CNC(=O)c1ccc(Cl)cc1,0.6016566776110034,15
[1*][C@@H](O)CCNC([1*])=O,0.6016548386757263,9
[1*]c1ccc(C(=O)N2CCC(C)CC2)cc1C,0.6016516130860222,17
[1*]c1nc(-c2ccccc2Cl)no1,0.6016493805702305,13
[1*][C@H]1CCCN1C(=O)NCC(C)(C)[NH+](C)C,0.6016461340010859,16
[1*]N(C[1*])CC(N)=O,0.6016273410356798,8
[1*]c1cccc(NC2C[C@H](C)O[C@@H](C)C2)c1,0.6016273410356798,16
[1*]c1ccc(C(=O)O[C@@H](C#N)CC)cc1,0.6016263802174582,15
[1*]c1ccc(N)cn1,0.601619673102825,8
[1*]N1CCC[C@H]2CCC[C@H]12,0.6016130745805645,10
[1*]CN1CC[C@](F)(C(=O)OC)C1,0.6015980706047421,12
[1*]Cc1ccc(OC(C)C)c(CO)c1,0.6015954261462221,14
[1*]C[NH+]1CC[C@H]2[C@H](CCCN2C)C1,0.6015877295676686,13
[1*]C[NH+]1CCC(OC(C)=O)CC1,0.6015791201681271,12
[1*]Cc1nc(-c2cccnc2)no1,0.6015777176612424,13
[1*][C@H]1CN(CCC)CCO1,0.6015517259357532,10
[1*][C@@H]1CCCN1C(=O)N[C@](C)(CC)C(=O)[O-],0.6015460108078611,16
[1*]C1CCN(C(=O)c2csc(-c3cnn(C)c3)n2)CC1,0.6015316521118356,20
[1*][C@H]1C[C@@H](C(F)(F)F)n2nccc2N1,0.6015304365234099,14
[1*]S[C@H](C)C(=O)Nc1cc(C)on1,0.601528581621426,13
[1*]N1CCc2ccccc2C1,0.6015245465212633,11
[1*]C(=O)CN(C)C(=O)C1CC1,0.6015229051651807,11
[1*][C@@H]1CC(c2ccc(C)c(C)c2)=NN1[1*],0.6015229051651807,15
[1*]c1ccc(NC(=O)N[C@H](C)[C@@H](C)CO)cc1F,0.601521248418935,18
[1*]c1ccc(N)c(OC(C)(C)C)n1,0.601513137487254,13
[1*]C(=O)[C@H](C)[S@@](=O)C[1*],0.6015130183503825,9
[1*]c1cc(C(F)(F)F)c2c(=O)n(C)c(=O)n(C)c2n1,0.6015116368361905,19
[1*]C1=NC(C(F)(F)F)(C(F)(F)F)C(C#N)=C(C)N1,0.6014966192392814,18
[1*]C(=O)N1CC[C@@H](COCC)C1,0.6014868023658687,12
[1*]c1csc(C(=O)Nc2ccccc2C)c1,0.6014729960934965,16
[1*]CCCC(=O)N(C)[C@H]([1*])C(F)(F)F,0.601467699477673,14
[1*][C@H]1C[C@H]1c1cccc(Cl)c1Cl,0.6014488931409994,12
[1*]N1CCN([1*])CC1,0.6014434990254479,8
[1*]C1CCN(C(=O)/C=C/c2ccccc2)CC1,0.6014407509222991,17
[1*]N1CCN(C(=O)CC(F)(F)F)CC1,0.6014372798534038,14
[1*]C(=O)N1CCOC[C@@H]1C#N,0.6014267144836309,11
[1*]c1ccc(OC2CCCC2)c(OC)c1,0.6014257532067545,15
[1*]c1ccc(C(=O)[O-])o1,0.6014125864977997,9
[1*]OCC(C)(C)C[NH2+][1*],0.6013940706960418,9
[1*]c1cccc(C[NH+]2CCN(C3CC3)C(=O)C2)c1,0.6013855311123402,18
[1*]c1ccccc1COC,0.6013837587706966,10
[1*][C@@H]1CCN([1*])C1=O,0.6013836682001011,8
[1*]c1c[nH]c(C(=O)[O-])c1N,0.601382806878277,10
[1*]c1nc(C(=O)N2CCN(C(C)C)[C@@H](C)C2)co1,0.6013575508873201,18
[1*]N1CC[NH+](CCC(C)(C)O)CC1,0.6013438754168381,13
[1*][C@H]1CCN(c2ccccn2)C1,0.6013403591752375,12
[1*]C(=O)[C@H]1CC1(Cl)Cl,0.6013395212545566,8
[1*]c1ccc(NCc2ccccc2)nc1,0.6013377695992682,15
[1*]C(=O)NNC(=O)c1ccc(Cl)cc1,0.6013258810053249,14
[1*]C[C@H]1C[NH2+]CCO1,0.601321581014775,8
[1*]NC(=O)[C@@H](C)Oc1c(C)cc(Br)cc1C,0.601320228280189,16
[1*][C@H](C[1*])C[NH2+]C1CC1,0.6013142173315283,9
[1*]N1CCN(CC(=O)NCCC2CCCCC2)CC1,0.601312127649214,19
[1*]N1CCc2c([nH]c3ccccc23)[C@H]1C,0.6013070556175235,15
[1*]C(=O)N[C@H]([1*])[C@@H]1C[C@H]1C,0.6013042327525188,10
[1*]c1cc(OC)c(OC)cc1C(N)=O,0.6012974112567308,14
[1*]C(=O)c1ccccc1Cl,0.6012956412551689,10
[1*]CCN(C)C(=O)c1c(F)cccc1F,0.6012916520632261,15
[1*]C(=O)c1nnc(COC)o1,0.6012909967108064,11
[1*][NH+]1CCC(=O)N([1*])CC1,0.6012852223180165,10
[1*]c1ccc(C)c(S(=O)(=O)NCc2ccccc2)c1,0.6012823616939492,19
[1*]c1csc(C)c1,0.601265138127234,7
[1*]c1cccc(CC(=O)NCC#Cc2ccccc2)c1,0.6012586902574909,20
[1*]Cc1cn(C=C)nc1C,0.6012480840012515,10
[1*]C(=O)N[C@@H]([1*])CC(=O)OC,0.60124474643248,11
[1*]c1c(CC)noc1CC,0.6012432550560101,10
[1*]NNC(=O)CC1(O)CCCC1,0.6012407709371258,12
[1*]c1ccc(=O)n([1*])c1,0.6012273574647343,9
[1*]/C=c1\s/c(=C(/C#N)C(=O)NC)n([1*])c1=O,0.6012223695668583,16
[1*]N1CCC[C@H](CNC(=O)c2cccnc2)C1,0.6012193698640738,17
[1*]c1ccn([1*])n1,0.601198011729276,7
[1*]c1ccc2c(c1)C(=O)N(C)C2=O,0.6011896365002236,13
[1*]n1nnnc1SCCS(=O)(=O)CC,0.6011893070178598,14
[1*]c1ncc(-c2ccc(C)o2)s1,0.6011621457417364,12
[1*]NC(=O)[C@@H](C)n1cc[nH+]c1,0.6011549500274139,11
[1*]c1cc(-c2csc(C)n2)c[nH]1,0.6011519226418475,12
[1*]N(CCC#N)C(=O)[C@@H]([1*])C,0.6011502050122548,11
[1*]Cc1cc(C)c(C)cc1C,0.6011442468131837,11
[1*]CN(C)C([1*])=O,0.6011139770205761,7
[1*][C@@H](C[NH3+])N(C)[C@H]([1*])C,0.601102731883189,9
[1*][C@H]1CCc2[nH]nc(C(F)(F)F)c2C1,0.601091066552894,14
[1*]c1cccc(-c2csc(C)n2)c1,0.6010906690519885,13
[1*]C(=O)N1C[C@H]2CC=CC[C@@H]2C1,0.6010879613839604,12
[1*]C[C@@H](C)[NH2+][C@@H](C)CC([1*])=O,0.6010841999826185,11
[1*]N1CCC[C@@H]1[1*],0.6010837646640435,7
[1*]N1CCN(c2ccc(N3CCCC[C@H]3C)nn2)CC1,0.601077902675469,20
[1*]n1c2c(c(=O)[nH]c1=O)CN([1*])CN2,0.6010685199219592,14
[1*]S(=O)(=O)N([1*])CC(=O)N1CCN(C)CC1,0.6010620820608539,16
[1*]C[NH2+]CCO[1*],0.6010561154608036,7
[1*]n1ccnc1CCC,0.6010515743118677,9
[1*]c1cccc(-c2nncn2C)c1,0.6010443363990187,13
[1*]N1CC[C@H](c2ccccc2OC)C1,0.6010331724511282,14
[1*]NC(=O)CCCc1cc(C)sc1C,0.6010258476828917,14
[1*]SCC(=O)N(CC1CC1)c1ccccc1,0.6010252883099946,16
[1*]c1nnc(-c2ccc(C(C)(C)C)cc2)o1,0.6010169157320968,16
[1*][C@@H]1CC(=O)Nc2cc([1*])ccc21,0.6010127935657354,13
[1*]NCC(=O)NCCc1ccccc1,0.6009934834388164,14
[1*]N1CCN(c2ccc(OC)cc2)CC1,0.6009905333225205,15
[1*]C1CCN(C(=O)C2CCN(C(C)=O)CC2)CC1,0.600987755196595,18
[1*]N1CC(=O)N2CCC[C@H]2C1=O,0.6009876770487717,12
[1*]N1CCN(Cc2c(C)nn(CC)c2C)CC1,0.6009836697177752,17
[1*]C(=O)N[C@H](C#N)c1cccc(Cl)c1,0.6009643844871949,14
[1*]CN(C)C(=O)C[C@H](C)Cc1ccc(Cl)cc1,0.6009583759917996,17
[1*]c1scnc1[1*],0.6009552349967607,7
[1*]CCNC([1*])=O,0.6009465607092564,7
[1*][C@@H](C)OC(=O)C[1*],0.600944287557741,8
[1*]c1cc2c(n(-c3ccc(F)cc3)c1=O)CCCC2=O,0.600942291112754,20
[1*][C@@H](O)CNC(=O)[C@@H]([1*])C,0.6009390514198895,10
[1*]C(=O)N[C@@H](CC)c1nccs1,0.6009236721228749,12
[1*]NC(=O)CNC(=O)N[1*],0.6009088458582847,10
[1*][C@H]1SC[C@@H](C(=O)OCC)NC1=O,0.6008893861634728,13
[1*][C@H]1N=C(O)c2c(sc3c2CC[C@H](C)C3)N1,0.6008836306061138,16
[1*]NC(=O)CSc1nncs1,0.6008705650978505,11
[1*]C(=O)N1C[C@@H](C)O[C@H](C)C1,0.6008676831270592,11
[1*]c1csc(CC)n1,0.6008627433568582,8
[1*]C1(C(=O)NCC2CC2)CCCC1,0.6008623707097154,13
[1*]N1CC[C@H](C)c2ccccc21,0.6008617744964132,12
[1*]c1nnn(-c2ccc(OC)cc2)c1C,0.6008525701645154,15
[1*]C(=O)c1ccccc1I,0.6008470360001249,10
[1*]c1ccccc1F,0.6008460593327094,8
[1*]/C=C1\C(=O)N([1*])N=C1C,0.6008341568098348,10
[1*]n1ccnc1C#N,0.6008178211637515,8
[1*][C@H]1C[C@@H]1C,0.6008156538161528,5
[1*]c1cccc(NC(=O)NCc2ccccc2OC)c1,0.6008086664585253,20
[1*]c1cc(N)c(OC)c(N)c1,0.6007979013228442,11
[1*][C@@H]1CS[C@]2(C)CCC(=O)N12,0.6007951388496152,11
[1*]c1ccc(NS(C)(=O)=O)cc1,0.6007907165866982,12
[1*]c1ccnc(OC2CCCCC2)c1,0.6007884304004161,14
[1*]N1CCC(c2nc(NC)c3c([nH+]2)CCN(C(C)=O)C3)CC1,0.6007884215328732,22
[1*][C@H]1C[C@@H]1CO,0.6007793546503215,6
[1*]n1ccc2c(Cl)cccc12,0.6007727071925232,11
[1*]NC(=O)C(=O)N[C@@H]([1*])C1CC1,0.6007643097931729,12
[1*]CSCC(=O)NCc1ccccc1Cl,0.6007640886449837,15
[1*][C@H](C)NC(=O)/C=C/[1*],0.600753695413064,9
[1*]N(C(=O)NCCCSC)[C@@H]([1*])C,0.6007501328250163,13
[1*]C(=O)c1ccccn1,0.6007394431314682,9
[1*]c1ccc(C(=O)NCc2ccc(Cl)cc2)cc1,0.6007364107694704,18
[1*]c1ccnc(C(N)=O)c1,0.6007271972563705,10
[1*]N1C[C@@H](C)[C@@H](C(=O)OC)C1,0.6007271972563705,11
[1*]c1ccccc1N(C)CC,0.6007204775964612,11
[1*]S[C@@H]([1*])[C@H]([NH3+])CC,0.6007203338415185,8
[1*]N1C(=O)CS/C1=N\c1ccc(F)c(Cl)c1,0.6007121797957519,16
[1*]SCCC([1*])=O,0.6007108533432363,7
[1*]c1nnc(CCl)o1,0.6007069024562469,8
[1*]c1cc(C(F)(F)F)ccc1OCC=C,0.6007004982025655,15
[1*]N(C)S(=O)(=O)c1ccc(Cl)cc1,0.6006979908619661,13
[1*]N1CC(=O)N2CCC[C@@H](C)N2C(=O)C1,0.6006939917295857,15
[1*]N1CCC[NH+](CC)CC1,0.6006858983271068,10
[1*]c1ncc(C(=O)NCc2ccc3c(c2)OCO3)c(C)n1,0.6006856914565941,21
[1*]N1CCc2nc(NC(=O)c3ccco3)sc2C1,0.6006762289544886,18
[1*]CNCCc1cnn(C)c1C,0.6006704410446843,12
[1*]c1cc(=O)oc2cc(C)cc(C)c12,0.6006493637130479,14
[1*]c1cccc(C#C)c1,0.6006346182162001,9
[1*]c1nnc([C@H](C)[NH2+]C)o1,0.6006310444683665,10
[1*]N1CCC[C@@H]([NH+]2CCCC2)C1,0.6006251775185372,12
[1*]c1nc(C(C)C)c(C(=O)OCC)s1,0.600621576972168,14
[1*]c1c2c(n(CCCC)c1C)CCCC2=O,0.6006202273063269,16
[1*]N1C(=O)N[C@](C)(c2ccccc2Br)C1=O,0.6006158770979587,16
[1*]C(=O)N[C@@H]([1*])CO,0.6006071601479971,8
[1*]c1cccc(N2CCOC2=O)c1,0.6005975983692268,13
[1*]c1cccc(OCCCC)c1,0.6005783612426326,12
[1*]c1nnc(C[NH+](C)C)n1[1*],0.6005719684780488,11
[1*]Cc1cc(Cl)c(OCC)c(OC)c1,0.6005602712172187,14
[1*]CCC[S@](=O)C[1*],0.6005444439275633,8
[1*]C1CCN(c2nc3ccccc3n(C)c2=O)CC1,0.6005419008512259,19
[1*]c1ccc(F)c(NC(=O)OC)c1,0.600533527207743,13
[1*]C1CCCCC1,0.6005274863869734,7
[1*][NH+]1Cc2ccccc2C1,0.6005271487907974,10
[1*]c1nnn(CC(=O)Nc2ccc(F)cc2)c1C,0.6005243510244819,18
[1*]C1[C@H](C)CCC[C@@H]1C,0.6005111817670727,9
[1*]C(=O)CC[1*],0.600510456995723,6
[1*][C@H]1Nc2c(C(C)C)cccc2[C@H]2C=CC[C@H]12,0.600500860158953,17
[1*]C1=NC(Cl)=N[C@@H]2N=CN=C12,0.600500426506054,11
[1*][C@@H]1NC(=O)c2cc(OC)c(OC)cc2N1,0.6004975269811424,16
[1*]N1C[C@H](C(=O)NCCC)[C@@H]([1*])C1,0.6004940629816404,13
[1*]NCC(=O)Nc1cc(C)c(Cl)cc1OC,0.600489171582794,16
[1*]c1cnn(CCC)c1C,0.600472804885081,10
[1*]/N=C1\C(=O)N2c3c(ccc(C)c31)C(C)=CC2(C)C,0.600472778250263,19
[1*][C@H]1SCCc2ccccc21,0.6004439098681207,11
[1*]c1ccc(SC)nn1,0.6004374541565033,9
[1*]C(=O)NCCCn1cc[nH+]c1C(C)C,0.6004367271624297,15
[1*]c1c[nH]c2cc(Cl)ccc2c1=O,0.6004304207252852,13
[1*]c1oc2ccc(Cl)cc2c1C,0.6004255213103339,12
[1*]CNC(=O)NCc1ccccc1,0.6003989580807023,13
[1*]c1cc[nH+]c(N2CCCC2)c1,0.6003889498810605,12
[1*]c1cc(S(=O)(=O)NCC)ccc1OC,0.600376738474194,15
[1*]NC(=O)NC[C@H](CC)O[1*],0.6003731005215032,11
[1*]c1cccc(OC[C@H]2CCCO2)c1,0.6003664851875231,14
[1*][C@@]1(C)CCCN1[1*],0.6003579602363572,8
[1*]c1cccc(C)n1,0.6003573703308335,8
[1*]NC(=O)CCCn1cc[nH+]c1C,0.6003530425817053,13
[1*]c1ccccc1Oc1cccnc1,0.6003149937958024,14
[1*]C(=O)c1cc2cc(Cl)ccc2[nH]1,0.6003091976754082,13
[1*]C(=O)N1CCCCC[C@@H]1C[C@H](O)c1ccco1,0.6003046364369726,18
[1*]c1nn(C)c(=O)n1CC,0.6002974154377531,10
[1*]N(C)C(=O)[C@@H]([1*])CC(C)C,0.6002942065559046,11
[1*][NH+]1CCN(C(=O)OCCC)CC1,0.600293074684903,13
[1*]c1c(F)cc(C#C)cc1F,0.6002928937249089,11
[1*]Cc1cc(Cl)c2c(c1)OCCCO2,0.6002838700544839,14
[1*]C(=O)N1CC=C(c2cccc(C)c2)CC1,0.6002820761001982,16
[1*]C1=NCCN1[1*],0.600278841431743,7
[1*][C@H](C)NC(=O)CN(C)S([1*])(=O)=O,0.6002647445829993,13
[1*]c1nn(CN(C)CCS(C)(=O)=O)c(=S)o1,0.6002625427278675,16
[1*]c1sc(-c2cccc(Cl)c2)nc1C,0.6002559381576461,14
[1*]CCCNS(=O)(=O)c1ccccc1,0.6002558594266623,14
[1*]c1nc2c(s1)CN(S(=O)(=O)c1ccc(F)cc1)CC2,0.6002483147649026,20
[1*]C(=O)C1=CCCC1,0.6002482680766118,8
[1*]c1oc2ccc(CC)cc2c(=O)c1OCC(=O)[O-],0.6002300267386395,19
[1*]C1CCC(CO)CC1,0.6002299942596362,9
[1*]CN1CC[C@H](C[NH+](C)CC)C1,0.6002180263764441,12
[1*]Cc1ncc(C(C)C)o1,0.6002157049794582,10
[1*]CNC(=O)CCOc1ccccc1,0.6001904348160731,14
[1*]C(=O)NCc1ccc([N+]2=CCCC2)cc1,0.6001859199124955,16
[1*]c1cccn1CC(=O)NCCC(C)C,0.60017491503912,15
[1*]NC(=O)NCC[C@H]([1*])O,0.6001665674908406,10
[1*]Cc1ccc(OC)cc1O,0.6001655792514605,11
[1*]N1CCCc2ccccc21,0.6001642106235312,11
[1*]c1ccc(-c2nccnc2N2CCOCC2)cc1,0.6001455856976886,19
[1*]CN([1*])C(=O)c1cnccn1,0.6001444213694924,12
[1*]c1csc(-c2ccncc2)n1,0.6001338564349582,12
[1*]C(=O)N1CCC(C)CC1,0.6001117218024206,10
[1*]C(=O)N1CC[C@H](c2ccc(F)cc2)C1,0.6001113688257598,15
[1*]C(=O)NCCc1c(F)cccc1F,0.6000927666359386,14
[1*][C@@H]1CCCc2nc(C)sc21,0.6000893272741166,11
[1*]C[NH2+]CC[C@H]1CCCO1,0.6000787869800142,10
[1*]c1ccc(-c2nccs2)cc1,0.6000616587859605,12
[1*]C(=O)C[C@@H](C)C(=O)N[C@H]([1*])C,0.6000520503382696,12
[1*]C(=O)NC1CC1,0.6000502091417911,7
[1*]NC(=O)N[C@@H](C)Cc1ccc(O)cc1,0.6000471495836606,15
[1*]c1cn([C@@H](C)CC)cc(C(=O)NCC)c1=O,0.6000470913716008,17
[1*]C(=O)c1ccc(NC(C)=O)cc1,0.6000467612624174,13
[1*]c1ncnc(N2CCC[C@H](C)C2)c1N,0.6000423571685249,15
[1*]NC(=O)C[C@@H]([1*])n1cccc1,0.6000347957826323,12
[1*]c1ccc(S(=O)(=O)N2CCCCC2)cc1,0.6000251073215702,16
[1*]c1ccoc1,0.6000247083660342,6
[1*]C(=O)NCCOCc1ccccc1,0.5999996564020933,14
[1*]C[C@@H]1CCOc2ccccc2C1,0.5999852155412764,13
[1*]CN(C(=O)CC[1*])C(C)C,0.5999761761705062,11
[1*]S(=O)(=O)N1CCCC[C@@H]1C,0.5999702953938906,11
[1*]N(C(=O)[C@@H]([1*])CC(=O)[O-])c1ccccc1,0.599951571230449,16
[1*]CNC(=O)[C@@H](C)NC(=O)c1ccoc1,0.599923242847552,15
[1*]c1ccc(F)nc1,0.5999174008135943,8
[1*]NS(=O)(=O)Cc1cc(C)on1,0.5999149477526909,12
[1*]C[C@H](C)NC(=O)c1ccc(CC)o1,0.5999091517866342,14
[1*]c1cc(F)c(F)cc1Cl,0.5999031995856099,10
[1*]c1nc2c(c(=O)[nH]c(=O)n2CCCC)n1CC,0.5998999672434178,18
[1*][C@@H]1[NH2+]C[C@H]([1*])[C@H]1O,0.5998829141402454,8
[1*]C1CCC(c2nc(C)ncc2C(=O)N(C)C)CC1,0.5998827043078586,19
[1*]N[C@@H]1CC[C@@H]([NH3+])C1,0.5998775450761044,8
[1*]NC(=O)N(C)CC1(O)CCCC1,0.599870209857876,13
[1*]C1OCCCO1,0.5998622814237721,7
[1*]NC(=O)C[C@@H]([1*])NC(N)=O,0.5998542809572599,11
[1*]C(=O)CSC[1*],0.5998467165106369,7
[1*]/C=C1\C(=O)N([1*])c2cc(Cl)ccc21,0.5998365810491398,14
[1*]c1ccc2nc(C)c(C)nc2c1,0.5998335921129784,13
[1*]N1CC[C@H](C)Sc2ccc(C(F)(F)F)cc21,0.5998323988687526,17
[1*]c1nnc(-c2ccc(F)cc2)n1N,0.5998287183587655,14
[1*]N1C(=O)C=C(C)C1=O,0.5998235850541045,9
[1*]Nc1cc(-n2ccnc2)ncn1,0.5998235729654222,13
[1*]N1CCC[C@@](CC)(C(=O)[O-])C1,0.5998162478928896,12
[1*]C(=O)N(C)[C@H](C)Cc1ccc(O)cc1,0.5998153682915102,15
[1*]c1ccc(C(=O)NCc2ccccn2)cc1,0.5998149385141482,17
[1*]c1ccccc1OCC(=O)N(C)C,0.5998040568487479,14
[1*]N1CCN(CC(F)(F)F)[C@@H](C)C1,0.5997982670437068,13
[1*]OCC(=O)N[C@H]([1*])c1cccs1,0.5997839917286023,13
[1*][C@H]1CCCc2nc(-c3ccccc3)ncc21,0.5997827230349647,17
[1*]c1nnc(SCCC(=O)[O-])o1,0.5997801364079829,12
[1*]CNC(=O)N1CCC([NH+]2CCCC2)CC1,0.5997797809090822,16
[1*]S(=O)(=O)NCCNC([1*])=O,0.5997778770903809,11
[1*]c1cc2c3c(c1)c(C)cc(=O)n3CCC2,0.5997758114212703,16
[1*]CN1CCCC1,0.5997755183690744,7
[1*]C(=O)N/N=C1/C(=O)N([1*])c2ccc(Br)cc21,0.5997755183690744,17
[1*]c1ccnc(OCC(F)F)c1,0.5997738732342701,12
[1*]C1=C(C)OC(N)=C(C#N)[C@@H]1[1*],0.5997697997621477,12
[1*]c1cccc2ccc(C)nc12,0.5997674533218459,12
[1*]C(=O)NCCn1cc[nH+]c1C,0.599767412790432,12
[1*]CN([1*])C(=O)c1ccccc1Cl,0.5997673174383027,13
[1*]c1nc(C)cc(COC)c1C#N,0.5997673064084318,13
[1*][C@H]1CCCN1C(=O)[C@@H](C)OCCOC,0.599759930788149,15
[1*]C(=O)[C@@H](C)OCC1CC1,0.5997580833700595,10
[1*]CNC(=O)N[C@H](C)[C@@H]([1*])C,0.5997522278119589,11
[1*]C[NH+]1CCC[C@@H](N2CCOCC2)C1,0.5997505376614641,14
[1*]C[NH+]1CCC[C@H](N2CCOCC2)C1,0.5997505376614641,14
[1*][C@H]1CC(=O)N(C2CC2)C1,0.5997491819402537,10
[1*]N1C[C@@H](C(=O)N2CCC(OCC(C)C)CC2)CC1=O,0.5997413086657264,20
[1*]C[C@@H](C)OC(=O)[C@@H]([1*])C,0.5997211771349855,10
[1*]NC(=O)CCC(=O)c1ccc(CC)cc1,0.5997140238492396,16
[1*]Cc1cc2ccccc2nc1Cl,0.5997126888291404,13
